Sentença	Id	Index	Granularidade	Documento
Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha (Santa Catarina), atraves de monitoramento do tipo	1	0	0	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Acionamento com a mare Vazante e vento	1	1	0	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Sudoeste.	1	2	0	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao.	1	3	0	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo.	1	4	0	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
0	1	-1	1	Indivíduo de numero 1 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas (Santa Catarina), atraves de monitoramento do tipo Regular com a mare	2	0	0	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Enchente e vento Noroeste	2	1	0	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
.	2	2	0	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie:	2	3	0	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Nannopterum brasilianum, Indeterminado Não ,,,esta ameacada de extincao.	2	4	0	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	2	5	0	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	2	6	0	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
1	2	-1	1	Indivíduo de numero 2 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste . Espécie : Nannopterum brasilianum , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari,Balneário Barra Do Sul,Barra Velha (Santa Catarina), atraves de monitoramento do tipo	3	0	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Acionamento com a mare Vazante e vento N/A. Espécie:	3	1	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Caretta caretta, Indeterminado Sim ,,,esta ameacada de extincao.	3	2	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	3	3	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	3	4	0	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
2	3	-1	1	Indivíduo de numero 3 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste.	4	0	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao.	4	1	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	4	2	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	4	3	0	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
3	4	-1	1	Indivíduo de numero 4 registrado pela equipe do Trecho 04 na cidade de Navegantes ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 5 registrado pela equipe do Trecho 04 na cidade de Bombinhas (Santa Catarina), atraves de monitoramento do tipo Regular com a mare	5	0	0	Indivíduo de numero 5 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudoeste . Espécie : Eretmochelys imbricata , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Enchente e vento Sudoeste	5	1	0	Indivíduo de numero 5 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudoeste . Espécie : Eretmochelys imbricata , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
.	5	2	0	Indivíduo de numero 5 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudoeste . Espécie : Eretmochelys imbricata , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie:	5	3	0	Indivíduo de numero 5 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudoeste . Espécie : Eretmochelys imbricata , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Eretmochelys imbricata, Juvenil Sim ,,,esta ameacada de extincao.	5	4	0	Indivíduo de numero 5 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudoeste . Espécie : Eretmochelys imbricata , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	5	5	0	Indivíduo de numero 5 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudoeste . Espécie : Eretmochelys imbricata , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	5	6	0	Indivíduo de numero 5 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudoeste . Espécie : Eretmochelys imbricata , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
4	5	-1	1	Indivíduo de numero 5 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudoeste . Espécie : Eretmochelys imbricata , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 6 registrado pela equipe do Trecho 05 na cidade de Itapoá (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste.	6	0	0	Indivíduo de numero 6 registrado pela equipe do Trecho 05 na cidade de Itapoá ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie: Chelonia mydas, Indeterminado Sim ,,,esta ameacada de extincao.	6	1	0	Indivíduo de numero 6 registrado pela equipe do Trecho 05 na cidade de Itapoá ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	6	2	0	Indivíduo de numero 6 registrado pela equipe do Trecho 05 na cidade de Itapoá ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	6	3	0	Indivíduo de numero 6 registrado pela equipe do Trecho 05 na cidade de Itapoá ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
5	6	-1	1	Indivíduo de numero 6 registrado pela equipe do Trecho 05 na cidade de Itapoá ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 7 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento N/A. Espécie: Chelonia mydas, Indeterminado Sim ,,,esta ameacada de extincao.	7	0	0	Indivíduo de numero 7 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento N / A. Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	7	1	0	Indivíduo de numero 7 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento N / A. Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	7	2	0	Indivíduo de numero 7 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento N / A. Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
6	7	-1	1	Indivíduo de numero 7 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento N / A. Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 8 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento N/A. Espécie:	8	0	0	Indivíduo de numero 8 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Caretta caretta, Indeterminado Sim ,,,esta ameacada de extincao.	8	1	0	Indivíduo de numero 8 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	8	2	0	Indivíduo de numero 8 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	8	3	0	Indivíduo de numero 8 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
7	8	-1	1	Indivíduo de numero 8 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento N / A. Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 9 registrado pela equipe do Trecho 04 na cidade de Penha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare	9	0	0	Indivíduo de numero 9 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Enchente e vento Sul	9	1	0	Indivíduo de numero 9 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
.	9	2	0	Indivíduo de numero 9 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao.	9	3	0	Indivíduo de numero 9 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo.	9	4	0	Indivíduo de numero 9 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
8	9	-1	1	Indivíduo de numero 9 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Rochoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste.	10	0	0	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie:	10	1	0	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Fregata magnificens, Indeterminado Não ,,,esta ameacada de extincao.	10	2	0	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	10	3	0	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	10	4	0	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
9	10	-1	1	Indivíduo de numero 10 registrado pela equipe do Trecho 04 na cidade de Bombinhas ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste . Espécie : Fregata magnificens , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari,Balneário Barra Do Sul,Barra Velha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare	11	0	0	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Enchente e vento Sudeste	11	1	0	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
.	11	2	0	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie:	11	3	0	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Caretta caretta, Indeterminado Sim ,,,esta ameacada de extincao.	11	4	0	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	11	5	0	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	11	6	0	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
10	11	-1	1	Indivíduo de numero 11 registrado pela equipe do Trecho 05 na cidade de Araquari , Balneário Barra Do Sul , Barra Velha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste . Espécie : Caretta caretta , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 12 registrado pela equipe do Trecho 04 na cidade de Itapema (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste.	12	0	0	Indivíduo de numero 12 registrado pela equipe do Trecho 04 na cidade de Itapema ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
